@relation localsubcellular
@attribute A numeric
@attribute R numeric
@attribute N numeric
@attribute D numeric
@attribute C numeric
@attribute Q numeric
@attribute E numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute L numeric
@attribute K numeric
@attribute M numeric
@attribute F numeric
@attribute P numeric
@attribute S numeric
@attribute T numeric
@attribute W numeric
@attribute Y numeric
@attribute V numeric
@attribute BASIC numeric
@attribute ACID numeric
@attribute POLAR numeric
@attribute NONPOLAR numeric
@attribute CHAM830103 numeric
@attribute CHAM830104 numeric
@attribute CHAM830105 numeric
@attribute FAUJ880111 numeric
@attribute MONM990201 numeric
@attribute MONM990101 numeric
@attribute BEGF750101 numeric
@attribute BROC820102 numeric
@attribute FAUJ880112 numeric
@attribute GEIM800103 numeric
@attribute GEIM800105 numeric
@attribute LEWP710101 numeric
@attribute NAKH900102 numeric
@attribute NAKH900108 numeric
@attribute OOBM850104 numeric
@attribute PALJ810115 numeric
@attribute PONP800106 numeric
@attribute QIAN880116 numeric
@attribute RICJ880107 numeric
@attribute ROBB760111 numeric
@attribute ROSM880103 numeric
@attribute VENT840101 numeric
@attribute AURR980101 numeric
@attribute AURR980105 numeric
@attribute AURR980118 numeric
@attribute ZHOH040103 numeric
@attribute INIBASIC numeric
@attribute INIACID numeric
@attribute INIPOLAR numeric
@attribute ININONPOLAR numeric
@attribute INICHAM830103 numeric
@attribute INICHAM830104 numeric
@attribute INICHAM830105 numeric
@attribute INIFAUJ880111 numeric
@attribute INIMONM990201 numeric
@attribute INIMONM990101 numeric
@attribute INIBEGF750101 numeric
@attribute INIBROC820102 numeric
@attribute INIFAUJ880112 numeric
@attribute INIGEIM800103 numeric
@attribute INIGEIM800105 numeric
@attribute INILEWP710101 numeric
@attribute ININAKH900102 numeric
@attribute ININAKH900108 numeric
@attribute INIOOBM850104 numeric
@attribute INIPALJ810115 numeric
@attribute INIPONP800106 numeric
@attribute INIQIAN880116 numeric
@attribute INIRICJ880107 numeric
@attribute INIROBB760111 numeric
@attribute INIROSM880103 numeric
@attribute INIVENT840101 numeric
@attribute INIAURR980101 numeric
@attribute INIAURR980105 numeric
@attribute INIAURR980118 numeric
@attribute INIZHOH040103 numeric
@attribute ENDBASIC numeric
@attribute ENDACID numeric
@attribute ENDPOLAR numeric
@attribute ENDNONPOLAR numeric
@attribute ENDCHAM830103 numeric
@attribute ENDCHAM830104 numeric
@attribute ENDCHAM830105 numeric
@attribute ENDFAUJ880111 numeric
@attribute ENDMONM990201 numeric
@attribute ENDMONM990101 numeric
@attribute ENDBEGF750101 numeric
@attribute ENDBROC820102 numeric
@attribute ENDFAUJ880112 numeric
@attribute ENDGEIM800103 numeric
@attribute ENDGEIM800105 numeric
@attribute ENDLEWP710101 numeric
@attribute ENDNAKH900102 numeric
@attribute ENDNAKH900108 numeric
@attribute ENDOOBM850104 numeric
@attribute ENDPALJ810115 numeric
@attribute ENDPONP800106 numeric
@attribute ENDQIAN880116 numeric
@attribute ENDRICJ880107 numeric
@attribute ENDROBB760111 numeric
@attribute ENDROSM880103 numeric
@attribute ENDVENT840101 numeric
@attribute ENDAURR980101 numeric
@attribute ENDAURR980105 numeric
@attribute ENDAURR980118 numeric
@attribute ENDZHOH040103 numeric
@attribute MIDBASIC numeric
@attribute MIDACID numeric
@attribute MIDPOLAR numeric
@attribute MIDNONPOLAR numeric
@attribute MIDCHAM830103 numeric
@attribute MIDCHAM830104 numeric
@attribute MIDCHAM830105 numeric
@attribute MIDFAUJ880111 numeric
@attribute MIDMONM990201 numeric
@attribute MIDMONM990101 numeric
@attribute MIDBEGF750101 numeric
@attribute MIDBROC820102 numeric
@attribute MIDFAUJ880112 numeric
@attribute MIDGEIM800103 numeric
@attribute MIDGEIM800105 numeric
@attribute MIDLEWP710101 numeric
@attribute MIDNAKH900102 numeric
@attribute MIDNAKH900108 numeric
@attribute MIDOOBM850104 numeric
@attribute MIDPALJ810115 numeric
@attribute MIDPONP800106 numeric
@attribute MIDQIAN880116 numeric
@attribute MIDRICJ880107 numeric
@attribute MIDROBB760111 numeric
@attribute MIDROSM880103 numeric
@attribute MIDVENT840101 numeric
@attribute MIDAURR980101 numeric
@attribute MIDAURR980105 numeric
@attribute MIDAURR980118 numeric
@attribute MIDZHOH040103 numeric

@attribute class {SECRETED,NON-SECRETED}
@data
58,35,22,44,1,27,67,54,13,49,46,39,24,27,28,36,45,4,19,55,87.0,111.0,204.0,291.0,702.0,462.0,257.0,87.0,644.5,703.8,426.63998,1553.0,111.0,723.29004,684.4199,220.56001,1933.87,-10.409999,-1064.02,634.11005,8098.4897,-42.71,683.1001,-463.40002,401.9,200.0,719.6001,671.31,704.76996,8657.199,9.0,4.0,13.0,14.0,46.0,28.0,17.0,9.0,36.1,38.200005,25.13,100.99999,4.0,41.100002,40.63,12.800001,110.13,5.9,-110.49,35.710003,463.47998,-1.73,39.100002,-3.9,21.4,11.0,41.4,38.349995,42.05,498.3,9.0,8.0,19.0,24.0,59.0,38.0,26.0,9.0,56.600002,61.8,36.53,108.29999,8.0,61.570004,59.97,18.789999,163.13,-0.37000144,-65.670006,56.51,705.66,-3.56,58.399998,-31.099998,34.9,17.0,61.799995,56.98,60.960007,746.2999,26.0,38.0,65.0,102.0,236.0,157.0,73.0,26.0,212.7,232.70001,141.24,554.30005,38.0,241.21002,227.7,74.42,654.7299,3.94,-412.96002,211.16002,2696.3203,-15.129998,224.4,-189.70001,133.1,70.0,239.11,225.7,234.82,2906.3,SECRETED
36,12,15,15,2,9,36,24,5,17,22,29,12,12,4,5,16,0,3,21,46.0,51.0,74.0,124.0,285.0,209.0,118.0,46.0,271.60004,305.49997,194.43001,515.3,51.0,329.32996,280.33,85.53,847.1501,-17.889997,-618.64,264.15,3438.4,-26.959997,297.09998,-240.20001,170.20001,75.0,308.18,275.94,304.18002,3598.6,6.0,7.0,10.0,17.0,39.0,29.0,17.0,6.0,35.100002,38.600002,27.3,58.300003,7.0,47.2,37.149998,12.89,111.630005,-2.439999,-115.39,35.399998,470.43994,-4.54,41.4,-21.1,20.800001,7.0,40.910004,38.55,41.9,485.6,9.0,11.0,18.0,22.0,60.0,42.0,27.0,9.0,58.800003,66.40001,36.440002,56.199997,11.0,62.600002,58.38999,17.249998,167.6,-4.03,-93.78,54.299995,707.67004,-4.7000003,58.399998,-28.199999,35.599995,17.0,62.719997,56.379997,60.569996,728.4,15.0,16.0,22.0,46.0,94.0,66.0,34.0,15.0,88.6,99.00001,67.03,203.0,16.0,112.48,94.56,29.400002,285.21,-4.550001,-183.11998,89.270004,1150.39,-9.089999,98.600006,-115.600006,56.600006,26.0,102.869995,91.77999,101.86,1229.7999,SECRETED
26,10,14,17,1,11,35,18,5,18,18,30,11,8,6,14,16,0,6,30,45.0,52.0,80.0,117.0,308.0,201.0,116.0,45.0,276.8,306.3,187.81,401.90002,52.0,323.95004,286.46,87.57001,827.5901,-17.52,-550.04,265.43,3434.7102,-21.650002,283.6,-262.9,173.8,80.0,303.83,280.13,299.24,3561.0,6.0,8.0,10.0,16.0,39.0,28.0,18.0,6.0,36.399998,40.100002,27.25,25.899998,8.0,48.39,37.219997,12.75,110.95,-4.65,-87.520004,35.68,470.65997,-4.2200003,39.0,-28.7,22.0,7.0,41.38,37.82,41.81,476.9,8.0,12.0,18.0,22.0,67.0,39.0,27.0,8.0,58.399998,65.0,35.36,47.399998,12.0,60.879997,61.019997,17.22,164.54001,-3.0600023,-99.21001,54.35,710.54004,-3.2000003,55.100002,-40.9,37.199997,21.0,62.910004,57.43,60.19,736.1,13.0,15.0,30.0,40.0,105.0,68.0,33.0,13.0,90.799995,98.30001,61.059998,226.8,15.0,104.889984,96.68,31.419998,274.78,5.4899993,-174.79001,88.33,1138.3301,-5.5199995,93.100006,-72.899994,57.000004,28.0,101.13001,95.619995,100.03,1216.8999,SECRETED
29,15,12,19,2,8,37,21,4,18,18,30,9,8,4,9,17,0,5,28,49.0,56.0,74.0,114.0,302.0,201.0,116.0,49.0,276.6,308.3,188.72998,377.2,56.0,322.22998,283.47998,86.869995,837.58997,-32.149998,-536.42004,260.43,3408.06,-22.17,284.2,-248.5,170.3,77.0,306.65002,276.55,299.5,3525.9001,8.0,7.0,10.0,15.0,40.0,28.0,14.0,8.0,36.300003,38.999996,26.050001,52.1,7.0,47.25,38.05,14.440001,114.549995,-3.2199998,-116.41,37.35,457.11996,-3.3799999,38.1,-10.0,19.7,8.0,40.780003,39.11,42.49,476.20004,10.0,13.0,15.0,22.0,62.0,43.0,29.0,10.0,58.5,65.899994,37.219997,53.3,13.0,63.889996,58.749996,17.259998,166.15999,-9.300001,-87.93001,53.21,704.85,-5.5599995,59.399998,-37.1,36.7,18.0,63.609997,56.54,61.9,738.89996,14.0,15.0,28.0,40.0,102.0,59.0,31.0,14.0,86.9,94.1,61.82,179.4,15.0,101.71,96.600006,30.93,276.91,-5.5700006,-175.67998,87.3,1126.43,-5.1499996,93.299995,-80.79999,53.0,26.0,99.58,93.479996,97.149994,1190.7999,SECRETED
59,9,15,25,0,9,32,21,5,18,26,31,12,11,7,12,15,1,8,30,45.0,57.0,80.0,164.0,322.0,228.0,118.5,45.0,305.0,339.19998,234.01003,731.10004,57.0,396.99002,331.74,104.22,998.8801,-26.25,-654.19,314.78,4009.93,-32.840004,348.9,-390.6,198.50002,94.0,355.44998,323.85995,353.23004,4334.0,7.0,9.0,6.0,18.0,38.0,28.0,15.0,7.0,35.2,39.800003,28.820002,46.4,9.0,48.07,37.289997,12.25,118.32001,-9.69,-99.619995,35.809998,464.8,-4.6299996,41.800003,-50.6,21.299997,9.0,41.859997,37.410004,41.809998,473.20004,5.0,10.0,16.0,29.0,57.0,39.0,20.0,5.0,49.8,54.299995,41.379997,129.8,10.0,70.799995,58.079998,17.819998,170.89001,0.6899999,-100.020004,52.850006,696.85004,-5.8000007,59.0,-75.700005,36.300003,18.0,60.479996,56.379997,59.910004,781.89996,14.0,17.0,31.0,54.0,108.0,80.0,41.0,14.0,103.4,114.3,75.299995,313.9,17.0,127.87,112.27,35.460003,328.19,1.0200019,-180.84003,106.340004,1355.34,-9.880001,119.90001,-103.7,68.00001,33.0,119.659996,109.83002,119.25,1477.4999,SECRETED
19,4,3,4,0,3,9,6,0,5,5,11,1,5,2,3,4,0,0,7,15.0,13.0,19.0,44.0,80.0,55.0,33.0,15.0,79.8,90.5,61.799995,191.29999,13.0,101.31,86.8,25.349997,275.09,-15.249996,-235.68,82.149994,1041.1399,-8.16,91.299995,-94.3,49.1,22.0,94.00001,82.61,92.259995,1107.2999,4.0,7.0,8.0,21.0,37.0,24.0,12.0,4.0,31.500002,35.0,28.920002,90.40001,7.0,48.6,37.95,11.410002,119.11,-6.0999994,-109.36,34.37,459.57996,-4.34,41.1,-57.099995,22.3,10.0,40.320004,37.44,40.16,507.59998,11.0,8.0,13.0,28.0,51.0,37.0,24.0,11.0,54.600002,62.800003,39.46,133.2,8.0,63.20999,57.35,16.1,183.29,-8.980001,-153.20001,54.64,687.08997,-4.81,59.899998,-47.800003,32.299995,15.0,63.509995,53.31,61.370003,723.39996,5.0,5.0,8.0,13.0,28.0,21.0,14.0,5.0,27.699999,32.100006,20.289999,70.399994,5.0,31.320002,30.09,7.92,92.96999,-2.8100004,-70.5,26.580002,361.88,-2.3400002,32.9,-12.599999,17.099998,9.0,33.35,27.609999,31.429998,383.3,SECRETED
25,23,12,30,0,10,36,34,12,33,27,19,11,11,20,18,31,0,10,36,54.0,66.0,115.0,163.0,419.0,261.0,132.0,54.0,377.0,410.89996,239.29,871.2999,66.0,401.44998,396.04,130.11,1109.33,-4.200001,-507.35004,364.52002,4647.3096,-20.449999,379.6,-300.3,229.49998,117.0,416.87,389.91,405.90002,4934.0,10.0,3.0,12.0,15.0,44.0,25.0,13.0,10.0,36.800003,39.1,24.91,99.3,3.0,39.420002,40.749996,13.180001,113.17001,-0.1900006,-93.8,37.880005,458.72995,-1.8000007,40.3,-18.7,20.300001,10.0,40.670002,38.48,41.45,486.59998,3.0,9.0,23.0,25.0,68.0,29.0,14.0,3.0,53.29999,57.299995,35.120003,96.0,9.0,57.380005,61.699997,19.94,167.51001,1.6099994,-113.89,54.21,707.48,-0.52999985,51.0,-37.100006,31.6,17.0,62.249996,59.84,58.54,736.10004,13.0,33.0,27.0,59.0,147.0,99.0,42.0,13.0,121.899994,134.79999,83.299995,294.8,33.0,140.22,129.96999,42.66,368.09003,-4.3000026,-179.8,112.43001,1561.1901,-10.879998,132.09999,-158.70001,79.7,46.0,140.8,131.12999,135.6,1692.2001,SECRETED
7,5,0,5,0,1,12,10,0,7,9,8,1,1,3,7,4,0,3,11,13.0,17.0,25.0,39.0,96.0,61.0,31.0,13.0,85.00001,94.200005,59.739998,160.1,17.0,98.35999,95.01001,28.929996,277.33,-8.070001,-178.15,86.14,1097.9701,-5.24,92.50001,-80.8,52.1,31.0,99.03001,87.33,95.41,1162.4001,6.0,8.0,8.0,18.0,41.0,26.0,14.0,6.0,38.100002,42.9,25.32,48.9,8.0,42.28,39.429996,11.589998,118.35,-7.649999,-83.350006,37.239998,469.55002,-2.93,39.1,-59.499996,23.399998,12.0,42.199997,37.33,40.62,476.6,8.0,10.0,19.0,23.0,62.0,38.0,20.0,8.0,52.899994,58.400005,38.18,104.9,10.0,61.950005,62.089996,18.689999,176.12,-3.159998,-107.44,54.41,700.44006,-2.5900002,59.4,-24.2,31.900002,21.0,63.19,55.149998,60.71,753.7,6.0,6.0,9.0,11.0,29.0,17.0,12.0,6.0,31.499998,35.900005,19.94,4.000001,6.0,31.309998,31.48,9.429999,98.600006,-13.1,-38.61,30.820004,369.11996,-1.16,30.4,-23.800001,16.599998,7.0,34.269997,29.000002,31.69,347.9,SECRETED
7,3,1,6,0,1,11,9,0,7,9,8,1,1,4,6,7,0,3,10,11.0,17.0,27.0,39.0,98.0,60.0,28.0,11.0,85.1,92.90001,58.62,168.19998,17.0,98.65999,94.46001,30.159998,274.56,-5.4099994,-179.09001,87.04999,1091.4401,-4.8200006,88.600006,-84.899994,53.199997,30.0,98.32,90.17999,95.39,1160.0,6.0,7.0,8.0,19.0,40.0,26.0,13.0,6.0,37.300003,41.9,25.5,69.200005,7.0,42.789997,39.43,11.869999,119.07,-5.2599993,-96.78001,37.46,467.59998,-2.95,39.3,-54.8,22.499998,12.0,41.899998,37.17,40.88,483.50003,6.0,10.0,22.0,22.0,65.0,37.0,17.0,6.0,53.499996,57.300003,36.409996,105.6,10.0,61.71,61.75,20.249998,172.44998,0.34000075,-107.49,55.75,694.42,-1.7300003,54.8,-23.100004,33.0,20.0,62.230003,58.579998,60.469997,746.1,4.0,6.0,11.0,11.0,30.0,17.0,9.0,4.0,32.3,35.899998,18.37,11.200001,6.0,31.830002,30.97,10.809999,95.55,-7.6900005,-40.59,32.39,365.94,-0.62999994,26.300001,-19.699999,17.3,7.0,33.82,31.37,31.989998,347.0,SECRETED
4,5,1,8,0,2,9,8,2,6,7,6,1,2,2,7,9,0,0,17,13.0,17.0,27.0,39.0,114.0,56.0,27.0,13.0,86.0,93.9,59.569996,149.9,17.0,94.29,100.299995,30.050001,270.66998,-11.439999,-184.62,83.899994,1131.21,-4.43,95.700005,-83.6,51.199997,32.0,98.7,93.68001,94.56999,1199.5,8.0,6.0,10.0,16.0,43.0,26.0,15.0,8.0,36.500004,40.4,25.2,83.7,6.0,37.29,40.899998,12.259999,114.52,-7.480001,-80.850006,36.22,468.45,-2.9300003,44.100002,-24.599998,20.7,12.0,41.609993,38.430004,40.589996,494.0,5.0,11.0,18.0,26.0,76.0,32.0,12.0,5.0,51.299995,55.3,37.63,88.29999,11.0,60.99,64.1,18.77,168.44,-3.9599993,-122.14001,50.75,710.89,-2.04,57.3,-68.899994,32.299995,22.0,60.75,58.789997,57.65,769.5,3.0,3.0,14.0,12.0,38.0,12.0,6.0,3.0,27.1,27.900002,18.69,36.0,3.0,28.11,35.09,10.9,93.15,-5.58,-68.37,30.169998,372.97998,0.50000006,29.7,-18.399998,14.800001,9.0,31.050001,31.949999,29.26,383.5,SECRETED
59,21,30,34,0,22,53,44,2,34,43,33,17,9,15,24,34,1,6,57,56.0,87.0,160.0,235.0,545.0,348.0,164.5,56.0,490.8,542.2,344.73996,999.2,87.0,580.42993,528.14996,168.28998,1542.2601,-27.46001,-947.9501,492.2,6279.0303,-36.140003,524.2,-499.2,301.7,150.0,551.41,517.61,537.96,6596.8,7.0,4.0,10.0,19.0,40.0,28.0,14.0,7.0,36.800003,41.400005,26.18,101.89999,4.0,40.5,40.469997,12.229999,114.51,-3.6699991,-84.39,37.19,471.56,-3.8600001,45.4,-30.199997,19.9,12.0,40.079994,37.310005,40.189995,501.3,4.0,6.0,19.0,31.0,57.0,33.0,18.5,4.0,53.400005,57.4,38.35,130.3,6.0,63.840004,58.020004,19.66,163.81,1.1100005,-115.58999,57.779995,708.68994,-4.5100007,58.500004,-69.8,32.9,13.0,59.229996,58.979996,58.720005,746.1,17.0,35.0,53.0,75.0,193.0,127.0,53.0,17.0,165.4,179.59999,111.82001,398.19998,35.0,191.01001,178.33,61.379993,502.61005,-6.4299984,-243.89005,162.01,2105.41,-11.960001,179.7,-137.4,102.2,55.0,184.46999,181.54001,181.32,2250.2,SECRETED
70,22,21,32,0,11,47,48,2,41,46,34,17,10,19,23,44,1,4,51,58.0,79.0,151.0,255.0,542.0,334.0,148.5,58.0,474.9,522.2,352.21005,1243.0001,79.0,577.2601,536.7799,171.97998,1581.31,-19.84,-1191.11,495.61005,6317.57,-36.399998,534.5,-517.8,289.3,153.0,557.01,519.09,544.9199,6771.5005,7.0,5.0,7.0,21.0,39.0,24.0,12.0,7.0,34.2,38.0,27.39,94.49999,5.0,41.23,39.999996,12.879999,115.390015,-5.44,-90.700005,36.27,469.59,-4.12,43.600002,-45.399998,18.599998,11.0,40.339996,37.4,40.109993,508.4,4.0,5.0,16.0,35.0,52.0,28.0,13.0,4.0,52.0,56.000004,37.279995,164.9,5.0,60.3,58.53,20.789999,172.84999,-1.2999998,-122.54,59.42,698.86,-3.8600001,54.600002,-82.1,30.1,13.0,60.219997,58.449997,59.46,747.5999,19.0,32.0,50.0,80.0,196.0,132.0,52.0,19.0,161.1,175.9,115.68001,474.7,32.0,193.99002,179.29999,58.690006,515.87,5.429999,-387.43997,160.34999,2114.5398,-13.469999,184.09999,-155.5,102.0,58.0,186.18,178.91,184.13,2298.7,SECRETED
33,11,14,23,3,10,22,29,6,16,26,24,8,13,11,10,33,2,7,35,41.0,45.0,106.0,144.0,347.0,208.0,104.0,41.0,300.69995,325.70004,207.93002,744.1999,45.0,344.55,338.04,108.26,945.75995,-8.730011,-662.99,310.77,3910.0503,-21.890001,334.80002,-207.5,184.39998,99.0,341.98996,326.34,338.05997,4262.0,6.0,4.0,11.0,19.0,44.0,27.0,13.0,6.0,35.4,40.0,25.69,116.1,4.0,38.66,41.33,12.139999,111.810005,5.8500013,-106.829994,34.22,476.71,-2.87,42.2,-11.900002,18.8,14.0,41.26,37.09,40.210003,524.1,6.0,7.0,23.0,24.0,69.0,40.0,23.5,6.0,51.200005,53.499996,37.6,158.79999,7.0,62.430004,63.480003,19.519999,161.65997,1.2299998,-145.07,54.51,704.08,-3.5600004,65.1,-9.300001,33.300003,21.0,59.089996,59.559998,59.860004,790.49994,13.0,12.0,38.0,49.0,111.0,60.0,27.0,13.0,99.9,106.7,67.880005,216.9,12.0,114.77001,111.29001,37.369995,320.16998,-1.6799994,-217.64,106.76,1291.1901,-5.7700005,101.69999,-86.59999,59.899998,27.0,112.90001,108.82,111.759995,1390.7,SECRETED
48,21,29,53,1,33,58,46,3,41,46,54,10,13,20,35,40,0,8,51,78.0,111.0,192.0,229.0,628.0,415.0,200.0,78.0,591.60004,649.0,369.73,944.2,111.0,658.0101,591.33997,200.81998,1739.3699,-44.470016,-973.4,571.06,7034.4805,-32.38,563.0,-388.0,351.7,159.0,628.92004,605.32996,618.81995,7192.8,3.0,5.0,17.0,15.0,47.0,20.0,8.0,3.0,37.899998,39.8,21.19,39.699997,5.0,37.609997,41.659996,14.209999,111.19,1.6799996,-83.78,38.25,469.28998,-0.08000004,32.4,-18.9,21.0,11.0,39.87,40.76,38.42,483.30002,9.0,15.0,19.0,17.0,59.0,45.0,29.0,9.0,64.0,72.1,37.319996,4.2000036,15.0,74.86,54.530006,17.869999,170.98001,-17.58,-65.59001,55.89,679.8401,-3.7600002,52.4,-32.8,39.4,11.0,62.62,58.98,62.140003,635.69995,24.0,30.0,65.0,85.0,213.0,137.0,59.0,24.0,191.5,208.9,123.91,431.5,30.0,212.98,202.73,67.79,582.11005,0.030000448,-387.57,192.37001,2374.44,-10.72,196.59999,-140.70001,112.299995,59.0,207.56,201.19,205.30998,2481.9998,SECRETED
9,6,17,11,2,8,16,13,10,8,23,11,3,6,9,15,9,6,13,13,27.0,27.0,77.0,77.0,207.0,161.0,82.0,27.0,204.09998,217.10002,121.33,529.1,27.0,225.13998,205.26999,68.65,556.89,30.579996,-237.90999,205.89,2425.9897,-13.609999,214.2,-82.899994,135.49998,69.0,210.22002,203.83002,213.01,2682.2,6.0,5.0,16.0,13.0,41.0,33.0,15.0,6.0,39.600002,40.800003,22.61,103.59999,5.0,44.19,39.13,14.190001,102.74001,11.98,-6.080001,41.02,465.72998,-2.24,38.200005,-23.699999,28.199995,13.0,39.920002,40.869995,42.05,511.4,10.0,7.0,20.0,23.0,65.0,50.0,31.0,10.0,62.59999,66.8,35.16,205.7,7.0,65.54,60.61,18.58,154.48,4.5399995,-89.81999,57.91,696.47003,-4.2099996,68.200005,-15.900001,41.0,22.0,61.039997,58.129993,62.12,791.5,8.0,7.0,29.0,26.0,63.0,44.0,23.0,8.0,66.50001,71.100006,39.07,160.09999,7.0,69.179985,70.729996,25.479998,189.99997,9.2,-86.22999,72.12,814.38,-3.05,68.90001,26.500008,37.899998,23.0,70.78001,68.340004,70.57,903.0,SECRETED
21,6,15,11,0,2,18,15,8,7,16,13,2,10,10,10,13,6,8,11,27.0,29.0,63.0,83.0,187.0,138.0,76.0,27.0,193.4,208.2,121.92999,513.69995,29.0,217.07002,193.5,65.66999,560.33,8.999998,-302.96002,197.59999,2319.97,-13.300001,198.49998,-124.99999,126.299995,58.0,207.87,197.75,206.53001,2537.4001,7.0,6.0,14.0,13.0,44.0,33.0,19.0,7.0,40.100002,41.0,23.220001,94.3,6.0,42.740005,38.86,13.28,102.72,8.36,-15.740005,39.24,461.41,-2.7600005,36.0,-43.3,30.099998,12.0,41.450005,40.729996,42.86,507.40002,8.0,9.0,18.0,25.0,60.0,44.0,24.5,8.0,59.4,63.199997,35.339996,181.99998,9.0,64.93001,58.75,20.06,161.65,3.7,-92.490005,57.440002,687.91,-3.9,61.1,-28.500004,38.399998,20.0,61.059994,59.620003,60.820004,778.39996,9.0,5.0,23.0,31.0,52.0,39.0,23.5,9.0,60.999996,67.299995,41.579994,218.2,5.0,69.78,65.020004,21.96,195.5,4.9799986,-179.6,68.63001,778.51996,-3.9700003,70.9,12.700002,34.999996,18.0,69.72,64.07,68.93,861.0,SECRETED
16,4,16,10,0,5,21,12,8,8,18,15,2,8,9,8,11,7,7,14,27.0,31.0,59.0,82.0,195.0,147.0,80.5,27.0,193.0,209.59999,122.100006,503.7,31.0,219.94002,191.29,61.629997,546.13995,10.599999,-346.37006,190.95001,2302.41,-15.279999,203.09998,-143.6,128.9,62.0,205.15997,193.42,204.57999,2522.1,9.0,7.0,7.0,17.0,39.0,34.0,20.0,9.0,39.5,43.000008,24.989998,126.5,7.0,43.520004,36.8,11.629999,103.869995,3.4199991,-19.950003,36.710003,467.76,-4.8700004,42.7,-56.900005,29.3,11.0,42.54,39.179996,43.67,518.19995,7.0,8.0,21.0,24.0,63.0,45.0,23.5,7.0,60.4,63.5,34.550003,176.59999,8.0,64.4,60.050003,20.42,159.84999,8.34,-88.590004,59.749992,687.55994,-3.4899995,58.2,-32.0,40.0,22.0,61.350002,59.649998,61.72,784.5,10.0,9.0,20.0,28.0,62.0,47.0,30.0,10.0,62.499996,69.200005,42.42,175.1,9.0,74.06,64.94,19.619999,189.14998,-0.5200006,-206.08,64.47,777.12006,-5.08,75.49999,-7.800005,38.899998,21.0,68.78,62.859997,68.12999,847.6,SECRETED
6,2,3,5,0,6,7,9,1,2,1,4,1,7,1,2,2,1,0,6,7.0,12.0,22.0,25.0,60.0,41.0,29.5,7.0,64.1,72.5,39.14,112.19999,12.0,67.829994,63.289997,20.369999,181.40997,-8.469999,-89.92,61.279995,767.75995,-4.01,64.5,6.9000015,37.7,17.0,69.66,64.62,67.03,794.8,5.0,7.0,13.0,15.0,38.0,26.0,19.5,5.0,38.100002,42.800007,23.230003,83.8,7.0,40.3,38.65,12.58,105.73999,1.6200001,-84.86,36.629997,468.93997,-2.52,39.699997,22.600002,22.4,12.0,42.26,39.649994,41.15,502.3,7.0,11.0,19.0,23.0,53.0,38.0,26.5,7.0,58.699997,66.600006,35.36,112.899994,11.0,61.879997,57.119995,18.499998,166.15999,-7.049999,-81.51,55.929996,694.0,-3.8100002,58.6,6.8999977,34.6,16.0,63.479996,58.590004,61.17,726.5,2.0,5.0,7.0,8.0,20.0,14.0,7.0,2.0,20.599998,23.1,12.400001,44.6,5.0,22.340002,21.280003,8.12,58.82,-0.54000056,-18.300001,20.849998,256.63995,-1.26,21.199999,12.400001,11.700001,7.0,23.329998,22.859999,22.96,275.6,SECRETED
35,11,9,22,3,5,24,33,4,22,27,24,3,11,8,22,15,0,9,38,39.0,46.0,96.0,144.0,324.0,198.0,91.0,39.0,284.00003,311.89996,204.36002,662.39996,46.0,340.89996,329.90997,102.92,937.5601,-3.3400044,-641.03,300.92,3795.2498,-20.97,321.69998,-222.50003,174.4,107.0,332.15997,305.27002,326.35,4168.1997,5.0,5.0,9.0,21.0,38.0,23.0,12.0,5.0,31.8,36.400005,28.430002,83.6,5.0,41.14,40.93,11.04,119.28,-4.82,-94.549995,35.22,478.08997,-3.8899999,45.6,-46.800003,19.1,13.0,40.909996,34.96,39.139996,520.1,8.0,7.0,16.0,29.0,62.0,40.0,18.0,8.0,51.800003,57.400005,37.57,151.90001,7.0,65.27,61.0,17.919998,168.63,9.809998,-174.4,54.81,710.0101,-4.9500003,61.0,-39.5,33.0,22.0,60.83,55.440002,61.57,802.39996,15.0,18.0,31.0,45.0,120.0,65.0,29.0,15.0,98.1,107.399994,67.5,193.8,18.0,111.15,111.259995,35.289997,315.91003,-5.3900003,-243.23,97.76999,1264.02,-4.6900005,102.499985,-72.4,56.6,35.0,112.149994,105.44999,108.420006,1347.9,SECRETED
46,20,20,35,3,17,33,38,8,36,38,28,10,18,18,29,21,5,24,27,56.0,68.0,152.0,198.0,456.0,330.0,165.5,56.0,440.2,475.5,287.35004,1219.1,68.0,509.13,468.55,158.29999,1322.5898,31.819996,-680.0001,449.62006,5500.8003,-29.679996,466.5,-212.50002,277.49997,148.0,486.70993,457.96997,485.49994,6063.5,6.0,3.0,15.0,16.0,41.0,25.0,15.0,6.0,35.699993,38.400005,25.59,66.1,3.0,40.510006,40.46,12.620001,111.86,5.6800003,-85.66999,37.83,470.69,-2.1999998,38.3,-18.600002,20.8,11.0,39.819992,37.43,39.399998,495.19998,8.0,7.0,22.0,23.0,55.0,37.0,25.5,8.0,56.8,59.199997,34.41,170.70001,7.0,61.37,60.640003,20.81,162.31999,-1.3300021,-20.310005,59.05,683.3799,-2.44,57.699997,-12.1,37.3,18.0,61.13,58.87,61.170006,773.30005,17.0,26.0,51.0,64.0,150.0,109.0,53.0,17.0,147.39998,158.59999,95.03999,361.5,26.0,173.79999,154.54999,54.68,440.09,8.890001,-221.76997,153.33,1832.57,-9.209999,151.5,-69.5,93.40001,48.0,163.45998,154.54999,163.62999,1993.4,SECRETED
