@relation localsubcellular
@attribute A numeric
@attribute R numeric
@attribute N numeric
@attribute D numeric
@attribute C numeric
@attribute Q numeric
@attribute E numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute L numeric
@attribute K numeric
@attribute M numeric
@attribute F numeric
@attribute P numeric
@attribute S numeric
@attribute T numeric
@attribute W numeric
@attribute Y numeric
@attribute V numeric
@attribute BASIC numeric
@attribute ACID numeric
@attribute POLAR numeric
@attribute NONPOLAR numeric
@attribute CHAM830103 numeric
@attribute CHAM830104 numeric
@attribute CHAM830105 numeric
@attribute FAUJ880111 numeric
@attribute MONM990201 numeric
@attribute MONM990101 numeric
@attribute BEGF750101 numeric
@attribute BROC820102 numeric
@attribute FAUJ880112 numeric
@attribute GEIM800103 numeric
@attribute GEIM800105 numeric
@attribute LEWP710101 numeric
@attribute NAKH900102 numeric
@attribute NAKH900108 numeric
@attribute OOBM850104 numeric
@attribute PALJ810115 numeric
@attribute PONP800106 numeric
@attribute QIAN880116 numeric
@attribute RICJ880107 numeric
@attribute ROBB760111 numeric
@attribute ROSM880103 numeric
@attribute VENT840101 numeric
@attribute AURR980101 numeric
@attribute AURR980105 numeric
@attribute AURR980118 numeric
@attribute ZHOH040103 numeric
@attribute INIBASIC numeric
@attribute INIACID numeric
@attribute INIPOLAR numeric
@attribute ININONPOLAR numeric
@attribute INICHAM830103 numeric
@attribute INICHAM830104 numeric
@attribute INICHAM830105 numeric
@attribute INIFAUJ880111 numeric
@attribute INIMONM990201 numeric
@attribute INIMONM990101 numeric
@attribute INIBEGF750101 numeric
@attribute INIBROC820102 numeric
@attribute INIFAUJ880112 numeric
@attribute INIGEIM800103 numeric
@attribute INIGEIM800105 numeric
@attribute INILEWP710101 numeric
@attribute ININAKH900102 numeric
@attribute ININAKH900108 numeric
@attribute INIOOBM850104 numeric
@attribute INIPALJ810115 numeric
@attribute INIPONP800106 numeric
@attribute INIQIAN880116 numeric
@attribute INIRICJ880107 numeric
@attribute INIROBB760111 numeric
@attribute INIROSM880103 numeric
@attribute INIVENT840101 numeric
@attribute INIAURR980101 numeric
@attribute INIAURR980105 numeric
@attribute INIAURR980118 numeric
@attribute INIZHOH040103 numeric
@attribute ENDBASIC numeric
@attribute ENDACID numeric
@attribute ENDPOLAR numeric
@attribute ENDNONPOLAR numeric
@attribute ENDCHAM830103 numeric
@attribute ENDCHAM830104 numeric
@attribute ENDCHAM830105 numeric
@attribute ENDFAUJ880111 numeric
@attribute ENDMONM990201 numeric
@attribute ENDMONM990101 numeric
@attribute ENDBEGF750101 numeric
@attribute ENDBROC820102 numeric
@attribute ENDFAUJ880112 numeric
@attribute ENDGEIM800103 numeric
@attribute ENDGEIM800105 numeric
@attribute ENDLEWP710101 numeric
@attribute ENDNAKH900102 numeric
@attribute ENDNAKH900108 numeric
@attribute ENDOOBM850104 numeric
@attribute ENDPALJ810115 numeric
@attribute ENDPONP800106 numeric
@attribute ENDQIAN880116 numeric
@attribute ENDRICJ880107 numeric
@attribute ENDROBB760111 numeric
@attribute ENDROSM880103 numeric
@attribute ENDVENT840101 numeric
@attribute ENDAURR980101 numeric
@attribute ENDAURR980105 numeric
@attribute ENDAURR980118 numeric
@attribute ENDZHOH040103 numeric
@attribute MIDBASIC numeric
@attribute MIDACID numeric
@attribute MIDPOLAR numeric
@attribute MIDNONPOLAR numeric
@attribute MIDCHAM830103 numeric
@attribute MIDCHAM830104 numeric
@attribute MIDCHAM830105 numeric
@attribute MIDFAUJ880111 numeric
@attribute MIDMONM990201 numeric
@attribute MIDMONM990101 numeric
@attribute MIDBEGF750101 numeric
@attribute MIDBROC820102 numeric
@attribute MIDFAUJ880112 numeric
@attribute MIDGEIM800103 numeric
@attribute MIDGEIM800105 numeric
@attribute MIDLEWP710101 numeric
@attribute MIDNAKH900102 numeric
@attribute MIDNAKH900108 numeric
@attribute MIDOOBM850104 numeric
@attribute MIDPALJ810115 numeric
@attribute MIDPONP800106 numeric
@attribute MIDQIAN880116 numeric
@attribute MIDRICJ880107 numeric
@attribute MIDROBB760111 numeric
@attribute MIDROSM880103 numeric
@attribute MIDVENT840101 numeric
@attribute MIDAURR980101 numeric
@attribute MIDAURR980105 numeric
@attribute MIDAURR980118 numeric
@attribute MIDZHOH040103 numeric

@attribute class {SECRETED,NON-SECRETED}
@data
10,4,9,8,2,8,6,13,4,10,20,19,8,12,5,16,13,1,3,16,27.0,14.0,64.0,82.0,198.0,132.0,65.5,27.0,163.39998,175.4,114.41,543.89996,14.0,189.91002,191.56,59.689995,514.38995,31.159996,-557.19,176.81003,2208.51,-14.389999,203.1,-43.8,99.2,62.0,183.45998,181.71,189.17,2452.0999,5.0,2.0,14.0,19.0,44.0,28.0,11.5,5.0,31.199999,32.1,24.97,158.50002,2.0,41.88,42.030003,13.179999,114.47001,8.310001,-187.41,36.64,468.65997,-2.75,46.699997,1.599999,19.2,14.0,38.36,38.82,40.190006,549.6,9.0,5.0,21.0,25.0,60.0,38.0,19.0,9.0,56.100002,61.300003,35.480003,115.299995,5.0,59.31,59.87,19.73,166.65,5.3399997,-134.98,57.899998,705.77,-3.8300004,59.199997,-15.999997,30.5,16.0,59.369995,58.170006,59.589996,743.1,11.0,6.0,19.0,27.0,65.0,51.0,26.0,11.0,56.800003,61.7,38.8,201.4,6.0,65.77,63.649998,19.319998,170.72998,15.44,-157.46,60.64,744.34,-5.9700003,69.200005,-25.8,37.7,24.0,63.379993,60.51,66.270004,839.39996,NON-SECRETED
11,8,5,14,0,17,7,10,8,11,17,6,1,3,9,12,10,2,5,10,22.0,21.0,59.0,64.0,167.0,121.0,58.0,22.0,163.4,175.99998,96.38999,490.6,21.0,172.84998,165.36,56.370003,455.88995,-1.6499995,-159.84001,161.34,1923.1499,-8.210001,173.29999,-56.4,99.00001,48.0,168.78,165.61003,170.35999,2057.0996,1.0,2.0,16.0,21.0,39.0,28.0,6.0,1.0,33.1,34.399998,24.720001,172.80002,2.0,42.81,40.59,14.28,115.85001,9.389999,-99.020004,39.710003,464.8,-2.3899996,41.899998,-31.300005,21.500002,13.0,38.399998,40.14,39.99,529.4,13.0,8.0,20.0,19.0,60.0,45.0,30.0,13.0,63.199997,68.60001,34.410004,152.59999,8.0,64.369995,59.89,19.74,156.34999,-2.279999,-36.230003,59.440002,692.62,-2.9499998,63.500004,10.1,37.799995,18.0,63.05,57.679996,64.34,743.69995,9.0,8.0,17.0,22.0,56.0,43.0,20.0,9.0,55.999996,62.300003,33.38,164.59999,8.0,57.07,55.379997,17.88,155.07,-5.590001,-27.359999,51.86,654.87006,-3.82,62.799995,-25.699997,32.6,16.0,57.169994,55.02,56.929996,689.49994,NON-SECRETED
52,44,67,54,5,47,50,53,13,34,72,31,4,37,34,60,56,10,51,43,88.0,104.0,339.0,286.0,811.0,586.0,292.0,88.0,800.60004,845.89996,460.22003,1987.9001,104.0,834.70996,811.32007,282.39,2235.2502,80.79,-613.68,801.01,9422.531,-33.870003,779.69995,-192.7,508.60004,247.0,822.37,821.2401,817.86,10225.6,4.0,2.0,16.0,18.0,37.0,25.0,9.0,4.0,33.3,34.9,25.0,97.2,2.0,44.98,39.809998,13.04,113.390015,7.3599997,-90.93,39.710003,467.76996,-2.85,41.100002,-26.2,22.099998,11.0,37.6,38.149998,39.27,521.0,8.0,7.0,25.0,20.0,61.0,47.0,18.5,8.0,57.1,60.200005,35.79,140.4,7.0,64.060005,59.519997,21.709997,168.84,11.690001,-105.92,59.85,692.54004,-2.6400006,59.9,-1.1000013,33.6,19.0,59.030003,60.169994,59.940002,739.10004,28.0,39.0,110.0,96.0,271.0,206.0,98.0,28.0,273.19998,288.19998,149.73,763.10004,39.0,271.59998,268.2,97.72,739.06995,39.07,-163.78996,269.79,3136.8801,-11.85,256.3,-59.799995,174.59999,87.0,278.38,281.70004,276.45,3434.4,NON-SECRETED
11,3,15,6,5,9,10,7,0,11,11,15,4,5,11,9,6,4,7,9,18.0,16.0,58.0,66.0,155.0,111.0,59.0,18.0,155.40002,166.09999,89.32,339.09998,16.0,171.80998,155.88998,51.230003,432.26004,21.41,-324.66,155.35999,1837.5801,-10.610002,150.2,-68.2,97.40001,47.0,156.52,152.04001,158.63,2028.0001,5.0,2.0,10.0,23.0,36.0,28.0,12.5,5.0,34.399998,36.4,25.699999,141.2,2.0,45.63,37.989998,12.509999,115.33,7.8600006,-159.09,39.12,465.28003,-4.4,42.2,-50.200005,22.6,10.0,38.55,37.899994,40.550003,526.4,6.0,7.0,24.0,23.0,60.0,43.0,23.5,6.0,59.600006,64.4,33.109997,104.299995,7.0,64.73,60.290005,18.259998,162.20999,3.89,-73.240005,56.519997,703.81995,-4.4399996,59.2,-18.8,38.7,19.0,59.129997,56.76,59.080006,788.0999,5.0,6.0,22.0,19.0,52.0,38.0,18.5,5.0,54.600006,58.2,27.41,100.600006,6.0,56.71,51.430008,17.960001,140.11,11.15,-64.17001,53.419994,598.54004,-2.08,43.399998,-13.599998,34.100002,17.0,52.16,51.389996,52.899998,650.3,NON-SECRETED
44,25,50,45,0,42,39,56,7,28,73,33,8,27,31,64,58,10,42,36,65.0,84.0,312.0,257.0,709.0,502.0,238.0,65.0,686.69995,719.60004,407.56995,1830.7,84.0,735.27,716.42,256.55,1981.3198,79.14,-827.52997,721.20996,8268.95,-25.29,686.19995,-106.4,430.19998,216.0,717.1,730.48004,719.26996,8918.0,1.0,3.0,15.0,21.0,44.0,27.0,11.0,1.0,31.6,32.300003,24.260002,178.40001,3.0,39.18,42.439995,12.99,110.270004,5.5699987,-96.94,36.490005,473.55,-2.7199998,45.499996,-33.3,23.2,15.0,38.38,40.799995,39.160004,557.0,4.0,5.0,26.0,25.0,54.0,47.0,24.0,4.0,55.900005,59.8,36.649998,167.6,5.0,66.02999,58.349995,18.54,161.31,17.93,-41.229992,59.870003,700.75,-5.1399994,58.1,-41.399994,41.100002,20.0,59.249996,57.850002,60.61,788.5999,26.0,31.0,103.0,80.0,228.0,171.0,85.5,26.0,232.70001,241.69998,137.14,568.19995,31.0,256.41,235.54,88.46,660.61993,22.089994,-290.19003,248.23001,2744.7498,-8.409999,231.59999,-5.199997,145.79999,69.0,240.27998,244.59999,243.31,2945.7,NON-SECRETED
17,3,6,7,0,23,11,12,5,7,21,18,5,8,4,15,17,3,10,11,26.0,18.0,83.0,76.0,205.0,148.0,87.5,26.0,185.89998,197.8,124.380005,569.0,18.0,218.04001,205.62001,64.85,559.01996,7.5699987,-431.56,198.03,2357.0999,-12.089998,220.09998,-3.2999878,118.4,60.0,201.28998,198.15,207.78998,2551.7,6.0,4.0,12.0,18.0,39.0,33.0,18.5,6.0,32.899998,34.7,27.35,156.0,4.0,45.520004,39.04,13.09,107.54001,4.75,-119.96001,37.18,473.32,-4.49,50.499996,-6.0999966,21.900002,11.0,39.649998,39.23,42.27,530.5,8.0,3.0,27.0,22.0,62.0,41.0,28.0,8.0,56.100002,58.90001,34.62,184.19998,3.0,61.380005,63.239998,19.59,164.01,5.9299994,-166.31,60.760002,687.74994,-2.3000002,61.8,29.9,34.4,21.0,59.840004,57.91,61.87,773.2,7.0,7.0,31.0,22.0,69.0,53.0,26.0,7.0,63.3,67.3,40.139996,175.90001,7.0,73.18,67.520004,21.94,182.75996,5.8700013,-72.96001,65.89,781.7001,-3.38,71.200005,-5.199998,41.600002,20.0,66.439995,66.51,68.689995,830.2001,NON-SECRETED
69,25,43,45,4,40,41,51,11,33,72,40,5,31,21,52,40,12,41,46,76.0,86.0,271.0,289.0,700.0,511.0,252.0,76.0,665.4,709.60004,434.34006,1979.4999,86.0,770.2601,723.16,240.37001,2007.2501,60.760017,-1054.5,699.26996,8359.15,-43.31,737.3,-220.1,430.2,235.0,724.36,704.0201,728.6899,9311.6,4.0,3.0,14.0,19.0,43.0,33.0,13.0,4.0,34.699997,36.7,25.090004,153.79999,3.0,42.010002,40.94,12.59,111.33001,5.1199994,-90.91,36.200005,474.40997,-4.0299997,47.6,-29.900002,23.1,13.0,38.579998,38.99,40.109997,542.2999,6.0,6.0,21.0,27.0,58.0,53.0,18.5,6.0,52.3,55.600002,36.829998,261.7,6.0,62.34,59.579998,19.9,166.35999,18.089998,-118.009995,56.02,698.83997,-6.62,69.9,-16.7,36.399998,24.0,58.960003,59.539997,60.809998,846.4001,29.0,37.0,93.0,81.0,242.0,176.0,95.0,29.0,235.4,248.6,138.19,538.60004,37.0,260.48,238.27,83.79,651.91,13.389999,-323.3,235.36002,2754.24,-11.53,235.40001,-7.6293945e-6,148.90001,77.0,243.43999,239.98,244.5,3027.8,NON-SECRETED
61,8,25,21,6,18,32,33,5,32,25,22,2,12,23,31,31,13,11,26,35.0,53.0,155.0,194.0,409.0,251.0,129.5,35.0,399.5,426.80002,261.62,1014.1999,53.0,478.35992,429.95,144.77,1238.31,1.1499934,-889.9901,423.03998,5018.5605,-20.960001,412.19995,-223.50003,250.79997,119.0,438.91,423.37,433.51,5520.4995,8.0,2.0,11.0,19.0,46.0,31.0,16.0,8.0,33.899998,35.7,25.369999,192.1,2.0,41.470005,42.109997,12.499999,101.8,13.759999,-136.19,35.900005,475.53998,-3.5500002,50.4,2.000002,22.000006,17.0,39.539997,38.37,41.62,581.10004,3.0,7.0,21.0,29.0,55.0,33.0,16.5,3.0,52.9,58.1,33.78,158.7,7.0,58.980003,61.420006,19.829998,171.09999,4.459998,-144.89,57.240005,708.11993,-2.8300004,57.8,-4.1000013,31.100002,20.0,62.76,56.12,60.800007,799.10004,9.0,21.0,54.0,61.0,117.0,79.0,41.5,9.0,137.00002,147.4,89.44001,220.4,21.0,168.53,134.1,47.570004,426.7,-20.189999,-157.16002,145.36002,1632.26,-6.6700006,125.00001,-139.3,88.899994,26.0,145.72,140.88002,142.2,1688.7999,NON-SECRETED
4,0,7,1,1,2,5,2,0,2,8,9,1,6,0,8,1,0,1,2,9.0,6.0,22.0,23.0,59.0,50.0,24.0,9.0,54.4,59.200005,36.959995,133.29999,6.0,67.48,57.620003,17.589998,169.78,16.109999,-195.47,57.430004,700.52,-5.71,62.3,-16.900002,36.399998,19.0,57.850002,58.099995,60.38,760.49994,5.0,2.0,12.0,21.0,37.0,35.0,14.0,5.0,29.3,31.599998,26.320002,190.00002,2.0,43.43,40.289997,11.759999,114.42,17.210001,-173.94,36.45,475.02997,-5.54,50.299995,-4.0,21.7,17.0,38.39,37.389996,41.27,588.3,9.0,6.0,22.0,23.0,59.0,50.0,24.0,9.0,54.4,59.200005,36.959995,133.29999,6.0,67.48,57.620003,17.589998,169.78,16.109999,-195.47,57.430004,700.52,-5.71,62.3,-16.900002,36.399998,19.0,57.850002,58.099995,60.38,760.49994,2.0,2.0,7.0,9.0,15.0,16.0,6.0,2.0,16.0,17.300001,13.109999,71.700005,2.0,22.56,19.18,6.62,59.920002,4.45,-50.829998,20.32,230.42,-2.03,22.5,-4.4000015,11.2,7.0,19.66,19.1,20.549997,264.6,NON-SECRETED
36,19,32,16,0,57,28,19,2,27,59,27,5,12,10,37,24,7,8,30,48.0,44.0,177.0,186.0,471.0,358.0,168.5,48.0,424.69995,461.7,281.94,1402.0001,44.0,493.22,456.90997,139.81998,1280.59,30.530006,-994.72,429.60004,5315.71,-30.470001,506.9,-149.3,266.10004,143.0,447.55997,442.54996,454.79004,5730.1997,3.0,1.0,17.0,19.0,43.0,26.0,9.5,3.0,31.6,31.300003,24.869999,141.20001,1.0,41.91,42.309998,14.32,111.020004,11.09,-135.45,39.670006,472.41995,-1.9199998,44.899998,-14.299998,20.000002,14.0,36.230003,40.209995,38.040005,537.6,6.0,7.0,20.0,27.0,58.0,46.0,21.0,6.0,57.7,63.800003,37.089996,191.40001,7.0,67.85999,59.009995,20.1,168.15999,3.7699997,-144.79001,57.650005,702.14,-3.84,65.8,-4.199998,32.0,18.0,60.36,57.920002,61.22,749.39996,19.0,16.0,58.0,58.0,158.0,118.0,57.0,19.0,145.59999,159.00002,94.0,382.5,16.0,161.20003,151.41,44.059998,427.63998,-1.73,-224.37001,141.96,1764.78,-10.120001,168.3,-103.0,92.7,46.0,148.42,144.98001,148.00998,1864.0999,NON-SECRETED
4,2,8,8,4,6,7,2,3,10,19,9,2,7,12,11,8,1,7,6,14.0,15.0,46.0,61.0,142.0,108.0,44.5,14.0,126.8,133.4,76.57001,457.8,15.0,141.71999,137.28,44.320004,369.15002,32.09,-238.88,129.27998,1600.16,-11.079998,141.0,-103.1,88.399994,50.0,135.12,134.11002,138.69,1858.6001,4.0,2.0,10.0,24.0,44.0,34.0,14.5,4.0,32.1,35.0,26.289999,203.5,2.0,43.57,41.149998,10.59,107.86,15.6,-160.54999,33.61,485.3,-5.36,50.899998,-34.899998,23.599998,17.0,39.030003,36.789997,40.69,598.89996,7.0,6.0,20.0,27.0,62.0,46.0,17.0,7.0,57.3,59.800003,31.969997,232.30002,6.0,55.93,61.08,20.679998,165.98999,11.180002,-83.17,59.86001,698.7,-3.9,61.1,-54.399998,38.7,22.0,60.699997,60.979996,61.890007,803.1,5.0,8.0,20.0,13.0,51.0,35.0,18.0,5.0,45.299995,47.100006,24.35,32.300003,8.0,53.799995,46.32,15.18,119.65999,7.7699995,-42.100002,42.45,539.8499,-2.6499994,40.600002,-5.5,31.799995,15.0,44.999996,45.1,46.149994,604.99994,NON-SECRETED
45,13,31,24,0,31,27,41,7,23,46,44,21,26,27,31,36,7,20,44,64.0,51.0,190.0,239.0,534.0,366.0,199.5,64.0,499.9,537.4,329.15994,1512.7,51.0,557.7699,545.49,177.64,1504.0399,46.07999,-1114.62,531.36,6346.3306,-35.72,554.9,-239.2,308.6,166.0,544.95,530.54,550.50995,6927.5996,5.0,1.0,8.0,26.0,45.0,36.0,13.0,5.0,30.400002,33.7,27.080002,240.10002,1.0,41.379993,42.46,10.179999,112.37001,21.2,-179.25,33.510002,483.24997,-5.58,50.499996,-45.7,22.900002,21.0,39.350002,35.969997,41.300003,614.9,8.0,5.0,22.0,25.0,61.0,40.0,21.5,8.0,55.600002,58.800003,37.219997,154.09999,5.0,64.67,60.670002,19.14,169.83,-1.2900002,-123.33001,59.329998,689.11,-3.51,61.3,-43.300003,35.399998,17.0,59.18,57.949993,60.480003,745.5,25.0,15.0,67.0,75.0,179.0,109.0,63.0,25.0,167.99998,179.40002,107.060005,470.9,15.0,177.39001,184.62,61.96,506.2,1.7499986,-368.21,180.97,2101.16,-8.68,179.9,-31.499996,96.799995,51.0,183.01001,179.56001,184.33998,2265.5,NON-SECRETED
12,3,3,6,1,9,5,4,0,7,7,2,2,1,4,9,4,2,4,6,5.0,11.0,34.0,41.0,88.0,58.0,29.0,5.0,82.100006,87.10001,55.519997,244.99998,11.0,101.60999,91.810005,30.560001,253.20001,-0.45999873,-129.16998,86.36,1059.44,-4.85,92.799995,-47.299995,52.799995,27.0,89.88001,88.219986,89.78001,1175.7,1.0,3.0,17.0,19.0,35.0,23.0,10.0,1.0,32.7,34.399998,24.970001,102.299995,3.0,44.05,40.139996,12.91,116.54001,-1.3000005,-74.11,39.050003,466.52994,-2.6100001,41.9,-28.3,22.199999,10.0,38.15,38.35,38.620003,515.0,4.0,9.0,22.0,25.0,63.0,41.0,21.0,4.0,57.800003,62.100002,35.76,158.79999,9.0,66.45,60.95,20.55,162.15,2.51,-74.83,55.960003,699.49,-2.35,59.2,-15.399998,35.299995,20.0,61.019997,58.75,60.110004,768.99994,2.0,4.0,12.0,13.0,34.0,18.0,6.0,2.0,28.500002,31.2,17.900002,43.299995,4.0,32.74,32.1,10.09,87.67999,1.7699997,-61.33,28.380003,366.35,-1.1400001,28.4,-13.9,16.3,10.0,30.760002,29.61,29.939999,393.8,NON-SECRETED
13,5,9,4,0,4,6,4,4,6,9,0,4,2,1,6,4,1,4,5,9.0,10.0,31.0,41.0,88.0,67.0,30.5,9.0,81.1,87.399994,59.539997,270.6,10.0,102.89,88.79001,28.459997,248.75998,14.400001,-104.590004,84.01,1070.11,-7.5099998,96.90001,-77.600006,55.300003,27.0,90.360016,86.89,91.1,1188.8,3.0,3.0,11.0,23.0,40.0,32.0,10.5,3.0,31.7,34.700005,28.44,175.5,3.0,45.760002,40.230003,11.84,111.380005,8.089999,-103.450005,35.489998,479.66998,-5.1500006,51.7,-44.6,22.000002,15.0,38.159996,37.46,39.33,565.69995,6.0,9.0,23.0,22.0,58.0,41.0,22.0,6.0,57.399998,61.400005,36.759995,108.799995,9.0,66.86,57.850002,20.199999,160.22,5.2599983,-3.8499985,56.9,700.49005,-3.12,55.200005,-37.0,37.7,15.0,61.019997,58.979992,60.629997,738.7,2.0,6.0,12.0,11.0,33.0,23.0,11.0,2.0,29.899998,32.399998,19.27,45.4,6.0,35.780003,29.269997,9.62,82.83,2.8899999,-13.77,27.600002,363.13,-1.9199998,28.3,-28.100002,20.899998,8.0,31.299995,31.279997,30.619999,377.30002,NON-SECRETED
22,18,19,30,4,19,23,33,5,17,39,26,3,16,18,29,17,13,15,19,49.0,53.0,136.0,147.0,365.0,282.0,144.5,49.0,376.3,402.99997,221.14003,1045.6001,53.0,405.17,379.0,134.33998,1066.4099,15.859998,-629.62,381.78003,4440.4497,-21.689999,397.59998,-11.000008,226.20001,119.0,391.66,381.52,393.03995,4862.5,5.0,3.0,13.0,19.0,39.0,26.0,18.0,5.0,36.8,38.700005,23.9,138.69998,3.0,40.910004,42.269997,12.96,109.72001,0.8700001,-85.3,39.690002,467.87,-2.1799998,44.699997,-14.099999,23.2,15.0,40.039997,37.28,40.19,538.69995,7.0,3.0,30.0,20.0,52.0,41.0,23.5,7.0,58.999996,62.9,32.540005,190.40001,3.0,58.960003,60.31,22.130001,169.38998,4.6,-160.71,66.409996,684.44,-1.0799999,63.299995,68.3,30.799997,17.0,60.809998,59.779995,62.289997,723.1,21.0,20.0,45.0,43.0,131.0,99.0,51.0,21.0,132.40001,141.59999,72.61,312.40002,20.0,134.0,126.22998,46.530003,347.88,2.8199992,-153.75,125.59,1487.5201,-6.4300013,132.1,13.300003,75.50001,37.0,131.06,131.33,131.56,1583.2001,NON-SECRETED
30,34,27,53,5,21,16,36,10,26,38,25,4,21,24,29,25,15,28,30,69.0,69.0,171.0,188.0,488.0,356.0,181.5,69.0,493.4,523.1,279.31,1400.7001,69.0,508.66,495.61,180.02998,1343.59,24.729992,-480.02994,486.31,5720.94,-25.239998,498.99997,-32.299988,293.8,158.0,506.28003,497.68002,506.49,6370.9,2.0,0.0,17.0,21.0,34.0,24.0,11.5,2.0,33.1,33.9,22.38,145.79999,0.0,40.489998,42.49,13.48,111.65,9.799999,-97.78999,41.43,473.35004,-2.8399994,43.5,-7.800001,22.2,15.0,37.989998,36.709995,39.41,577.6,10.0,11.0,21.0,18.0,59.0,50.0,20.0,10.0,60.800003,64.7,35.489998,134.6,11.0,64.55,57.609997,21.87,164.71,3.2999995,19.430002,59.090004,684.50995,-3.82,58.3,-29.8,38.9,18.0,61.93,60.989994,62.649998,735.9,26.0,20.0,56.0,63.0,164.0,114.0,61.0,26.0,166.00002,175.39998,90.83999,458.99997,20.0,164.61998,165.69998,60.0,449.89,3.9599967,-210.64003,159.82999,1898.4199,-6.97,166.50002,5.3999977,92.700005,49.0,166.40001,163.96002,165.25002,2099.7002,NON-SECRETED
72,18,41,54,2,21,27,45,11,36,47,50,16,22,31,32,33,7,29,53,79.0,81.0,203.0,284.0,621.0,426.0,204.5,79.0,604.99994,651.1001,392.28,1606.6,81.0,690.09,638.24,219.98999,1800.2701,34.41,-966.1201,629.98004,7471.16,-42.890007,621.7,-419.40002,373.0,194.0,653.46,632.25006,657.2699,8202.4,3.0,5.0,10.0,22.0,44.0,29.0,10.0,3.0,29.8,31.0,28.19,154.8,5.0,45.579994,39.46,13.399999,107.83,8.06,-112.14001,33.47,475.97003,-4.6099997,45.7,-46.000004,21.199999,12.0,38.539997,40.54,40.09,552.19995,9.0,9.0,15.0,27.0,54.0,41.0,20.5,9.0,57.600006,62.500004,36.57,164.0,9.0,67.299995,56.850002,21.029999,170.18,0.37000072,-115.009995,58.11,678.7499,-4.2800007,55.9,-31.199997,33.999996,16.0,61.309994,59.23,62.23,741.8,25.0,27.0,62.0,101.0,197.0,132.0,66.0,25.0,197.5,214.79999,133.41,512.30005,27.0,230.96,213.09,71.13,603.27,-6.099996,-273.74002,211.88,2493.0598,-15.75,212.39998,-192.70001,123.5,65.0,217.36002,206.04001,217.95998,2733.1,NON-SECRETED
15,9,6,13,1,12,9,10,4,10,20,14,5,4,6,13,12,4,3,15,27.0,22.0,57.0,79.0,191.0,133.0,66.0,27.0,170.7,184.10002,115.14001,528.6,22.0,197.39003,185.82999,60.320004,516.51,-1.4799976,-412.27002,174.17,2156.69,-13.240002,203.90001,-81.59999,102.40001,56.0,185.14,179.92001,187.69,2352.3,5.0,3.0,11.0,21.0,39.0,31.0,13.0,5.0,33.7,36.7,25.550001,170.2,3.0,39.57,40.34,12.440001,114.280014,3.9200006,-103.11,36.12,478.83997,-4.18,49.000004,-28.9,20.899998,12.0,40.65,37.52,41.340004,542.6,7.0,10.0,17.0,26.0,62.0,44.0,23.5,7.0,56.0,61.900005,38.989998,155.2,10.0,68.78,60.090004,18.96,164.35002,-7.6600003,-133.37999,55.37,704.05005,-5.1800003,71.2,-18.0,33.6,20.0,60.329998,57.91,60.489998,769.89996,11.0,7.0,20.0,23.0,65.0,41.0,19.0,11.0,57.500008,61.000004,36.95,134.59999,7.0,64.920006,60.06,20.529999,173.38998,1.8600013,-133.97,58.120003,697.7001,-2.6500003,57.8,-36.300003,33.899998,15.0,60.670006,60.859997,61.7,727.5,NON-SECRETED
32,41,18,40,3,21,28,54,6,26,53,32,6,25,26,43,41,14,26,42,79.0,68.0,206.0,224.0,574.0,389.0,206.0,79.0,544.8,578.4,332.51,1635.7998,68.0,563.66,588.11005,201.48999,1608.9199,15.770004,-924.98,561.98004,6677.0405,-24.930004,595.9,-35.5,319.59998,186.0,587.2,568.43,581.7101,7357.0,5.0,2.0,16.0,17.0,40.0,29.0,12.0,5.0,33.600002,36.8,25.060001,77.4,2.0,41.580006,42.949997,11.159999,116.05001,1.1099999,-83.270004,36.0,486.66998,-4.04,50.199997,-13.099999,20.5,14.0,37.91,33.99,38.050003,555.80005,7.0,10.0,16.0,27.0,58.0,35.0,18.5,7.0,56.000008,61.69999,34.6,153.2,10.0,56.339996,61.08,20.34,168.83,-4.559998,-82.18001,57.11,700.71,-3.03,59.999996,-26.099998,32.4,21.0,63.29,58.53,60.670006,770.89996,23.0,24.0,75.0,71.0,203.0,132.0,71.0,23.0,183.29999,190.80002,110.979996,517.6,24.0,193.18,195.15999,67.340004,528.62994,8.059995,-327.81,188.42998,2230.7798,-7.12,196.7,-42.1,113.899994,59.0,193.42998,196.17001,192.40999,2423.2,NON-SECRETED
